"","sampleID","BearID","pubname","year.sampled","year.represent","bearyear.sampled","bearyear.represent","sex","birth","age","reprostatus.represent","C13","N15","trophicpos","weight","headcirc","capturedate","Cmonth","cort.kit","cortisol","C13.suess","fYR"
"443","770","W0825","Galju",2009,2008,"W0825_2009","W0825_2008","F","2007","2","SolitaryF",-23.1,3.85,"2.6","23","43",2009-04-27,"4","2","15.36",-23.254,"2008"
"444","648","W0825","Galju",2012,2011,"W0825_2012","W0825_2011","F","2007","5","SolitaryF",-23.21,4.11,"2.68","49.5","51",2012-04-24,"4","2","6.06",-23.298,"2011"
"445","601","W0825","Galju",2013,2012,"W0825_2013","W0825_2012","F","2007","6","SolitaryF",-23.45,4.55,"2.81","58","53",2013-04-19,"4","2","7.38",-23.516,"2012"
"446","856","W0826","Andljusa",2010,2009,"W0826_2010","W0826_2009","F","1997","13","WithCubs",-22.55,4.11,"2.68","83","62",2010-04-22,"4","2","10.039999999999999",-22.682,"2009"
"447","566","W0827","Tjåbe",2008,2007,"W0827_2008","W0827_2007","M","2004","4","SolitaryM",-23.27,4.14,"2.69","111","65",2008-06-16,"6","1","0.52",-23.446,"2007"
"448","771","W0827","Tjåbe",2009,2008,"W0827_2009","W0827_2008","M","2004","5","SolitaryM",-23.05,5.14,"2.98","129","68",2009-04-20,"4","2","7.76",-23.204,"2008"
"449","857","W0827","Tjåbe",2010,2009,"W0827_2010","W0827_2009","M","2004","6","SolitaryM",-23.21,5.8,"3.18","NA","68",2010-04-21,"4","2","4.0999999999999996",-23.342,"2009"
"450","772","W0901","Loften",2009,2008,"W0901_2009","W0901_2008","M","2008","1","WithMother",-23.05,5.3,"3.03","25","38",2009-04-16,"4","2","10.93",-23.204,"2008"
"451","805","W0901","Loften",2010,2009,"W0901_2010","W0901_2009","M","2008","2","WithMother",-23.05,4.98,"2.94","49","47",2010-04-13,"4","2","4.5599999999999996",-23.182,"2009"
"452","691","W0901","Loften",2011,2010,"W0901_2011","W0901_2010","M","2008","3","SolitaryM",-23.22,5.09,"2.97","74","55",2011-04-19,"4","2","6.57",-23.33,"2010"
"453","773","W0902","Räken",2009,2008,"W0902_2009","W0902_2008","M","2008","1","WithMother",-22.67,5.64,"3.13","25","40",2009-04-16,"4","2","7.92",-22.824,"2008"
"454","806","W0902","Räken",2010,2009,"W0902_2010","W0902_2009","M","2008","2","WithMother",-23.05,5.33,"3.04","55","48",2010-04-13,"4","2","4.87",-23.182,"2009"
"455","692","W0902","Räken",2011,2010,"W0902_2011","W0902_2010","M","2008","3","SolitaryM",-23.6,6.29,"3.32","99","58",2011-04-19,"4","2","4.12",-23.71,"2010"
"456","774","W0903","Nalis",2009,2008,"W0903_2009","W0903_2008","M","2008","1","WithMother",-22.96,4.64,"2.84","25","40.5",2009-04-20,"4","2","14.12",-23.114,"2008"
"457","807","W0903","Nalis",2010,2009,"W0903_2010","W0903_2009","M","2008","2","WithMother",-23.02,5.09,"2.97","60","56",2010-04-16,"4","2","4.8499999999999996",-23.152,"2009"
"458","693","W0903","Nalis",2011,2010,"W0903_2011","W0903_2010","M","2008","3","SolitaryM",-23.08,4.96,"2.93","68","54",2011-04-26,"4","2","7.44",-23.19,"2010"
"459","775","W0904","Trulla",2009,2008,"W0904_2009","W0904_2008","F","2008","1","WithMother",-22.97,4.69,"2.85","23","40",2009-04-20,"4","2","10.68",-23.124,"2008"
"460","808","W0904","Trulla",2010,2009,"W0904_2010","W0904_2009","F","2008","2","WithMother",-22.86,4.57,"2.81","51","49",2010-04-16,"4","2","4.92",-22.992,"2009"
"461","649","W0904","Trulla",2012,2011,"W0904_2012","W0904_2011","F","2008","4","SolitaryF",-22.76,4.99,"2.94","63","52",2012-04-26,"4","2","4.3899999999999997",-22.848,"2011"
"462","776","W0905","Järva_k10:1",2009,2008,"W0905_2009","W0905_2008","M","2008","1","WithMother",-22.77,5.21,"3","28","43.5",2009-04-21,"4","2","10.37",-22.924,"2008"
"463","777","W0906","Järva_k10:2",2009,2008,"W0906_2009","W0906_2008","M","2008","1","WithMother",-22.65,5.02,"2.95","24","42",2009-04-21,"4","2","11.67",-22.804,"2008"
"464","778","W0907","Kosin",2009,2008,"W0907_2009","W0907_2008","M","2008","1","WithMother",-23.47,5.04,"2.95","13","39",2009-04-22,"4","2","9.76",-23.624,"2008"
"465","809","W0907","Kosin",2010,2009,"W0907_2010","W0907_2009","M","2008","2","WithMother",-23.27,4.54,"2.81","27","44",2010-04-14,"4","2","6.46",-23.402,"2009"
"466","779","W0908","Sopin",2009,2008,"W0908_2009","W0908_2008","M","2008","1","WithMother",-23.51,4.43,"2.77","14","40",2009-04-22,"4","2","13",-23.664,"2008"
"467","810","W0908","Sopin",2010,2009,"W0908_2010","W0908_2009","M","2008","2","WithMother",-23.39,4.55,"2.81","33","42",2010-04-14,"4","2","5.52",-23.522,"2009"
"468","650","W0908","Sopin",2012,2011,"W0908_2012","W0908_2011","M","2008","4","SolitaryM",-23.27,5.26,"3.02","60","52",2012-04-20,"4","2","6.58",-23.358,"2011"
"469","602","W0908","Sopin",2013,2012,"W0908_2013","W0908_2012","M","2008","5","SolitaryM",-23.27,4.83,"2.89","98","62",2013-04-16,"4","2","4.57",-23.336,"2012"
"470","780","W0909","Heiken",2009,2008,"W0909_2009","W0909_2008","M","2008","1","WithMother",-23.53,4.89,"2.91","19","40",2009-04-22,"4","2","10.39",-23.684,"2008"
"471","811","W0909","Heiken",2010,2009,"W0909_2010","W0909_2009","M","2008","2","WithMother",-23.29,4.68,"2.85","35","45",2010-04-14,"4","2","6.74",-23.422,"2009"
"472","781","W0910","Röde",2009,2008,"W0910_2009","W0910_2008","M","2008","1","WithMother",-22.96,4.46,"2.78","25","41",2009-04-22,"4","2","13.58",-23.114,"2008"
"473","694","W0910","Röde",2011,2010,"W0910_2011","W0910_2010","M","2008","3","SolitaryM",-22.8,4.27,"2.73","55","51",2011-04-15,"4","2","8.35",-22.91,"2010"
"474","651","W0910","Röde",2012,2011,"W0910_2012","W0910_2011","M","2008","4","SolitaryM",-23.09,5.07,"2.96","100","58",2012-04-20,"4","2","4.71",-23.178,"2011"
"475","603","W0910","Röde",2013,2012,"W0910_2013","W0910_2012","M","2008","5","SolitaryM",-23.48,5.93,"3.21","139","67",2013-04-17,"4","2","2.75",-23.546,"2012"
"476","782","W0911","Gira_k6:1",2009,2008,"W0911_2009","W0911_2008","M","2008","1","WithMother",-23.19,4.72,"2.86","17","40",2009-04-23,"4","2","15.55",-23.344,"2008"
"477","783","W0912","Gira_k6:2",2009,2008,"W0912_2009","W0912_2008","M","2008","1","WithMother",-22.87,5.04,"2.95","27","43.5",2009-04-23,"4","2","9.24",-23.024,"2008"
"478","784","W0915","Droppen",2009,2008,"W0915_2009","W0915_2008","M","2002","7","SolitaryM",-22.76,7.04,"3.54","162","72",2009-05-14,"5","2","5.31",-22.914,"2008"
"479","785","W0916","Skarung",2009,2008,"W0916_2009","W0916_2008","M","2005","4","SolitaryM",-23.24,4.69,"2.85","140","70",2009-05-14,"5","2","7.77",-23.394,"2008"
"480","786","W0917","Ställse",2009,2008,"W0917_2009","W0917_2008","M","2003","6","SolitaryM",-23.26,5.35,"3.04","187","75",2009-05-14,"5","2","6.53",-23.414,"2008"
"481","812","W1001","Grycken",2010,2009,"W1001_2010","W1001_2009","M","2000","10","SolitaryM",-23.17,5.99,"3.23","183","69",2010-04-12,"4","2","11.11",-23.302,"2009"
"482","695","W1001","Grycken",2011,2010,"W1001_2011","W1001_2010","M","2000","11","SolitaryM",-23.08,6.32,"3.33","153","70",2011-04-14,"4","2","9.24",-23.19,"2010"
"483","813","W1002","Spjuta_k2:1",2010,2009,"W1002_2010","W1002_2009","M","2009","1","WithMother",-23.27,4.55,"2.81","21","38",2010-04-13,"4","2","7.2",-23.402,"2009"
"484","814","W1003","Härfläck",2010,2009,"W1003_2010","W1003_2009","M","2009","1","WithMother",-23.08,4.49,"2.79","19","38",2010-04-13,"4","2","6.64",-23.212,"2009"
"485","815","W1004","Päjer",2010,2009,"W1004_2010","W1004_2009","M","2009","1","WithMother",-23.33,4.6,"2.82","18","38",2010-04-13,"4","2","11.82",-23.462,"2009"
"486","816","W1005","Mäki",2010,2009,"W1005_2010","W1005_2009","M","2009","1","WithMother",-22.97,4.9,"2.91","15.5","39",2010-04-14,"4","2","11.77",-23.102,"2009"
"487","696","W1005","Mäki",2011,2010,"W1005_2011","W1005_2010","M","2009","2","WithMother",-22.82,4.4,"2.76","22","39",2011-04-19,"4","2","7.11",-22.93,"2010"
"488","817","W1006","Mylly",2010,2009,"W1006_2010","W1006_2009","F","2009","1","WithMother",-23.01,4.82,"2.89","14.5","38",2010-04-14,"4","2","9.59",-23.142,"2009"
"489","697","W1006","Mylly",2011,2010,"W1006_2011","W1006_2010","F","2009","2","WithMother",-22.87,4.5,"2.79","23","45.5",2011-04-19,"4","2","7.84",-22.98,"2010"
"490","818","W1007","Kulla_k4:1",2010,2009,"W1007_2010","W1007_2009","M","2009","1","WithMother",-23.19,4.13,"2.69","17.5","39",2010-04-21,"4","2","8.89",-23.322,"2009"
"491","819","W1008","Kulla_k4:2",2010,2009,"W1008_2010","W1008_2009","M","2009","1","WithMother",-23.17,4.42,"2.77","19","39.5",2010-04-21,"4","2","8.9600000000000009",-23.302,"2009"
"492","820","W1009","Ransi",2010,2009,"W1009_2010","W1009_2009","F","2009","1","WithMother",-23.13,4.67,"2.84","17","38",2010-04-21,"4","2","12.87",-23.262,"2009"
"493","821","W1010","Itav",2010,2009,"W1010_2010","W1010_2009","M","2009","1","WithMother",-22.7,4.41,"2.77","15.5","39",2010-04-22,"4","2","9.3800000000000008",-22.832,"2009"
"494","652","W1010","Itav",2012,2011,"W1010_2012","W1010_2011","M","2009","3","SolitaryM",-22.88,5.05,"2.96","42","51",2012-05-03,"5","2","7.16",-22.968,"2011"
"495","822","W1011","Lillunn",2010,2009,"W1011_2010","W1011_2009","F","2009","1","WithMother",-22.66,4.56,"2.81","17","34",2010-04-22,"4","2","8.7799999999999994",-22.792,"2009"
"496","604","W1011","Lillunn",2013,2012,"W1011_2013","W1011_2012","F","2009","4","SolitaryF",-22.81,5.02,"2.95","55.5","53",2013-05-15,"5","2","4.34",-22.876,"2012"
"497","823","W1012","Litå",2010,2009,"W1012_2010","W1012_2009","M","2009","1","WithMother",-23.06,4.46,"2.78","20","38",2010-04-22,"4","2","10.199999999999999",-23.192,"2009"
"498","824","W1013","Bella_k3:1",2010,2009,"W1013_2010","W1013_2009","M","2009","1","WithMother",-22.71,4.36,"2.75","20","40.5",2010-04-22,"4","2","6.32",-22.842,"2009"
"499","825","W1014","Bella_k3:2",2010,2009,"W1014_2010","W1014_2009","M","2009","1","WithMother",-23.14,4.74,"2.86","18","42",2010-04-22,"4","2","10.27",-23.272,"2009"
"500","826","W1015","Virkas",2010,2009,"W1015_2010","W1015_2009","M","2009","1","WithMother",-22.79,3.97,"2.64","14","39",2010-04-23,"4","2","9.34",-22.922,"2009"
"501","827","W1016","Rovena",2010,2009,"W1016_2010","W1016_2009","M","2009","1","WithMother",-22.8,4.38,"2.76","18","39.5",2010-04-23,"4","2","6.9",-22.932,"2009"
"502","828","W1017","Pässan",2010,2009,"W1017_2010","W1017_2009","F","2009","1","WithMother",-22.81,4.29,"2.73","18","40",2010-04-23,"4","2","7.9",-22.942,"2009"
"503","605","W1017","Pässan",2013,2012,"W1017_2013","W1017_2012","F","2009","4","SolitaryF",-22.97,4.73,"2.86","64","55",2013-04-19,"4","2","4.93",-23.036,"2012"
"504","571","W1017","Pässan",2016,2015,"W1017_2016","W1017_2015","F","2009","7","WithCubs",-23.07,4.54,"2.81","86.8","57",2016-05-02,"5","2","8.51",-23.07,"2015"
"505","830","W1019","Tarvas",2010,2009,"W1019_2010","W1019_2009","M","2004","6","SolitaryM",-23.61,5.62,"3.12","168","73",2010-05-20,"5","2","5.01",-23.742,"2009"
"506","698","W1019","Tarvas",2011,2010,"W1019_2011","W1019_2010","M","2004","7","SolitaryM",-23.18,5.9,"3.21","206","79",2011-04-15,"4","2","7.21",-23.29,"2010"
"507","653","W1019","Tarvas",2012,2011,"W1019_2012","W1019_2011","M","2004","8","SolitaryM",-23.37,6.94,"3.51","233","81",2012-04-26,"4","2","6.69",-23.458,"2011"
"508","831","W1020","Klintan",2010,2009,"W1020_2010","W1020_2009","M","2004","6","SolitaryM",-23.32,6.83,"3.48","190","73",2010-05-20,"5","2","3.42",-23.452,"2009"
"509","699","W1020","Klintan",2011,2010,"W1020_2011","W1020_2010","M","2004","7","SolitaryM",-23.79,5.91,"3.21","178","72",2011-04-14,"4","2","7.71",-23.9,"2010"
"510","700","W1101","Bäker",2011,2010,"W1101_2011","W1101_2010","M","2010","1","WithMother",-22.44,4.56,"2.81","12","38",2011-04-18,"4","2","8.52",-22.55,"2010"
"511","701","W1102","Slådå",2011,2010,"W1102_2011","W1102_2010","M","2010","1","WithMother",-22.4,4.74,"2.86","15.5","39.5",2011-04-18,"4","2","8.1199999999999992",-22.51,"2010"
"512","702","W1103","Kivi",2011,2010,"W1103_2011","W1103_2010","M","2010","1","WithMother",-23.3,5.18,"2.99","14","38",2011-04-18,"4","2","8.1",-23.41,"2010"
"513","654","W1103","Kivi",2012,2011,"W1103_2012","W1103_2011","M","2010","2","SolitaryM",-22.8,4.86,"2.9","30","43",2012-04-25,"4","2","4.25",-22.888,"2011"
"514","606","W1103","Kivi",2013,2012,"W1103_2013","W1103_2012","M","2010","3","SolitaryM",-22.98,4.35,"2.75","72","56",2013-04-16,"4","2","1.87",-23.046,"2012"
"515","703","W1104","Bjura",2011,2010,"W1104_2011","W1104_2010","F","2010","1","WithMother",-22.4,4.7,"2.85","16","39",2011-04-20,"4","2","10.199999999999999",-22.51,"2010"
"516","704","W1105","Nysloga",2011,2010,"W1105_2011","W1105_2010","F","2010","1","WithMother",-22.41,4.46,"2.78","17","38.5",2011-04-20,"4","2","9.67",-22.52,"2010"
"517","705","W1106","Välinga",2011,2010,"W1106_2011","W1106_2010","F","2010","1","WithMother",-22.38,4.66,"2.84","10","36",2011-04-26,"4","2","14.14",-22.49,"2010"
"518","706","W1107","Balsa_k3:2",2011,2010,"W1107_2011","W1107_2010","M","2010","1","WithMother",-22.38,4.43,"2.77","11","39",2011-04-26,"4","2","9.8000000000000007",-22.49,"2010"
"519","707","W1108","Gälla_k3:1",2011,2010,"W1108_2011","W1108_2010","M","2010","1","WithMother",-22.65,4.54,"2.81","13.5","39",2011-04-26,"4","2","13.37",-22.76,"2010"
"520","708","W1109","Gälla_k3:2",2011,2010,"W1109_2011","W1109_2010","M","2010","1","WithMother",-22.66,4.53,"2.8","17","40",2011-04-26,"4","2","11.99",-22.77,"2010"
"521","709","W1110","Strandas",2011,2010,"W1110_2011","W1110_2010","F","2010","1","WithMother",-22.62,4.51,"2.8","14","39.5",2011-04-26,"4","2","12.01",-22.73,"2010"
"522","722","W1110","Strandas",2015,2014,"W1110_2015","W1110_2014","F","2010","5","SolitaryF",-23.08,4.67,"2.84","62.2","52.5",2015-04-21,"4","2","4.7",-23.102,"2014"
"523","716","W1110","Strandas",2016,2015,"W1110_2016","W1110_2015","F","2010","6","SolitaryF",-23.31,4.94,"2.92","82.5","56",2016-04-26,"4","2","7.51",-23.31,"2015"
"524","710","W1111","Komola_k3:3",2011,2010,"W1111_2011","W1111_2010","F","2010","1","WithMother",-22.92,4.41,"2.77","8","36",2011-04-27,"4","2","11.45",-23.03,"2010"
"525","711","W1112","Horrmunda",2011,2010,"W1112_2011","W1112_2010","F","2010","1","WithMother",-23.13,4.94,"2.92","18.5","40.5",2011-04-28,"4","2","10.33",-23.24,"2010"
"526","581","W1112","Horrmunda",2016,2015,"W1112_2016","W1112_2015","F","2010","6","WithCubs",-23.44,4.85,"2.9","89.6","62",2016-05-17,"5","2","7.77",-23.44,"2015"
"527","712","W1113","Ljöra_k4:2",2011,2010,"W1113_2011","W1113_2010","M","2010","1","WithMother",-23.06,5,"2.94","11.4","37",2011-04-28,"4","2","12.07",-23.17,"2010"
"528","713","W1114","Ljöra_k4:3",2011,2010,"W1114_2011","W1114_2010","F","2010","1","WithMother",-23.15,4.08,"2.67","14","38",2011-04-28,"4","2","10.81",-23.26,"2010"
"529","655","W1201","Allanitu",2012,2011,"W1201_2012","W1201_2011","M","2009","3","SolitaryM",-23.1,6.22,"3.3","93","60",2012-04-17,"4","2","2.16",-23.188,"2011"
"530","607","W1203","Pengel",2013,2012,"W1203_2013","W1203_2012","F","2008","5","SolitaryF",-22.79,4.42,"2.77","69","57",2013-05-14,"5","2","3.11",-22.856,"2012"
"531","575","W1203","Pengel",2016,2015,"W1203_2016","W1203_2015","F","2008","8","WithCubs",-23.8,5.17,"2.99","77.8","56.5",2016-05-04,"5","2","7.05",-23.8,"2015"
"532","658","W1204","Kil-kalle",2012,2011,"W1204_2012","W1204_2011","M","2011","1","WithMother",-23.68,5.57,"3.11","18.5","37",2012-05-02,"5","2","11.18",-23.768,"2011"
"533","659","W1205","Klummy",2012,2011,"W1205_2012","W1205_2011","F","2011","1","WithMother",-23.24,5.79,"3.17","20","40",2012-05-02,"5","2","10.08",-23.328,"2011"
"534","608","W1205","Klummy",2013,2012,"W1205_2013","W1205_2012","F","2011","2","WithMother",-23.34,4.99,"2.94","43","48",2013-04-23,"4","2","2.4300000000000002",-23.406,"2012"
"535","719","W1205","Klummy",2015,2014,"W1205_2015","W1205_2014","F","2011","4","SolitaryF",-23.42,5.42,"3.06","74.5","55",2015-04-16,"4","2","6.26",-23.442,"2014"
"536","660","W1206","Klumpa",2012,2011,"W1206_2012","W1206_2011","F","2011","1","WithMother",-23.14,5.47,"3.08","22.5","40.5",2012-05-02,"5","2","9.33",-23.228,"2011"
"537","609","W1206","Klumpa",2013,2012,"W1206_2013","W1206_2012","F","2011","2","WithMother",-23.25,5.18,"2.99","NA","54",2013-06-11,"6","2","3.88",-23.316,"2012"
"538","720","W1206","Klumpa",2015,2014,"W1206_2015","W1206_2014","F","2011","4","SolitaryF",-23.75,5.66,"3.14","90.6","60",2015-04-16,"4","2","6.33",-23.772,"2014"
"539","717","W1206","Klumpa",2016,2015,"W1206_2016","W1206_2015","F","2011","5","SolitaryF",-24.02,6.15,"3.28","120","65",2016-04-30,"4","2","4.6399999999999997",-24.02,"2015"
"540","661","W1207","Linde",2012,2011,"W1207_2012","W1207_2011","M","2011","1","WithMother",-23.39,5.38,"3.05","20","42",2012-05-03,"5","2","10.11",-23.478,"2011"
"541","662","W1208","Bytras",2012,2011,"W1208_2012","W1208_2011","M","2009","3","SolitaryM",-23.75,5.71,"3.15","53.5","53",2012-05-06,"5","2","7.23",-23.838,"2011"
"542","663","W1209","Järpa",2012,2011,"W1209_2012","W1209_2011","F","2011","1","WithMother",-23.65,5.44,"3.07","NA","37",2012-05-21,"5","2","9.7100000000000009",-23.738,"2011"
"543","570","W1209","Järpa",2016,2015,"W1209_2016","W1209_2015","F","2011","5","SolitaryF",-23.25,4.56,"2.81","55","52",2016-04-28,"4","2","8.57",-23.25,"2015"
"544","610","W1210","Labben",2013,2012,"W1210_2013","W1210_2012","M","2008","5","SolitaryM",-23.4,4.6,"2.82","85","62",2013-04-17,"4","2","7.01",-23.466,"2012"
"545","611","W1211","Tappele",2013,2012,"W1211_2013","W1211_2012","M","2000","13","SolitaryM",-23.26,6.09,"3.26","172","72.5",2013-04-19,"4","2","10.43",-23.326,"2012"
"546","612","W1301","Slindor",2013,2012,"W1301_2013","W1301_2012","M","2012","1","WithMother",-23.52,5,"2.94","17","39.5",2013-04-22,"4","2","8.0299999999999994",-23.586,"2012"
"547","613","W1302","Bäcker",2013,2012,"W1302_2013","W1302_2012","M","2012","1","WithMother",-23.64,4.81,"2.89","17","40",2013-04-22,"4","2","9.64",-23.706,"2012"
"548","614","W1303","Lillsloga",2013,2012,"W1303_2013","W1303_2012","F","2012","1","WithMother",-23.18,5.46,"3.08","19","40.5",2013-04-23,"4","2","7.66",-23.246,"2012"
"549","615","W1304","Bergsloga",2013,2012,"W1304_2013","W1304_2012","F","2012","1","WithMother",-23.14,5.66,"3.14","19","39",2013-04-23,"4","2","12.79",-23.206,"2012"
"550","573","W1304","Bergsloga",2016,2015,"W1304_2016","W1304_2015","F","2012","4","SolitaryF",-23.32,4.75,"2.87","48.8","49.5",2016-04-26,"4","2","7.32",-23.32,"2015"
"551","616","W1305","Flickran",2013,2012,"W1305_2013","W1305_2012","F","2012","1","WithMother",-23.03,4.8,"2.88","21.5","36",2013-04-29,"4","2","9.81",-23.096,"2012"
"552","572","W1305","Flickran",2016,2015,"W1305_2016","W1305_2015","F","2012","4","SolitaryF",-23.09,4.83,"2.89","72","55",2016-04-27,"4","2","6.98",-23.09,"2015"
"553","617","W1306","Härkä",2013,2012,"W1306_2013","W1306_2012","M","2012","1","WithMother",-22.97,4.83,"2.89","23","41",2013-04-29,"4","2","8.84",-23.036,"2012"
"554","618","W1307","Tunplutten",2013,2012,"W1307_2013","W1307_2012","M","2012","1","WithMother",-23.47,4.99,"2.94","10","35.5",2013-04-29,"4","2","12.35",-23.536,"2012"
"555","619","W1308","Pendon",2013,2012,"W1308_2013","W1308_2012","M","2012","1","WithMother",-23.36,4.86,"2.9","15","36",2013-04-29,"4","2","11.34",-23.426,"2012"
"556","620","W1309","Fulunäsa",2013,2012,"W1309_2013","W1309_2012","F","2012","1","WithMother",-22.12,5.3,"3.03","21","40",2013-04-30,"4","2","10.79",-22.186,"2012"
"557","621","W1310","Svukka",2013,2012,"W1310_2013","W1310_2012","F","2012","1","WithMother",-21.91,4.66,"2.84","18.5","41",2013-04-30,"4","2","9.7200000000000006",-21.976,"2012"
"558","622","W1311","Tveknippa",2013,2012,"W1311_2013","W1311_2012","F","2012","1","WithMother",-22.13,5.01,"2.94","17","37",2013-04-30,"4","2","6.95",-22.196,"2012"
"559","623","W1312","Läfmamäck",2013,2012,"W1312_2013","W1312_2012","M","2008","5","SolitaryM",-22.4,4.62,"2.83","89","58",2013-05-14,"5","2","8.82",-22.466,"2012"
"560","625","W1314","Risslo",2013,2012,"W1314_2013","W1314_2012","M","2009","4","SolitaryM",-22.42,4.8,"2.88","118","68",2013-05-15,"5","2","5.14",-22.486,"2012"
"561","626","W1315","Roudina",2013,2012,"W1315_2013","W1315_2012","F","2012","1","WithMother",-22.91,4.61,"2.83","15","38",2013-05-22,"5","2","8.01",-22.976,"2012"
"562","627","W1316","Token",2013,2012,"W1316_2013","W1316_2012","M","2012","1","WithMother",-23.02,4.52,"2.8","17","40",2013-05-22,"5","2","9.81",-23.086,"2012"
"563","628","W1317","Silå",2013,2012,"W1317_2013","W1317_2012","M","2012","1","WithMother",-23.1,4.7,"2.85","15.5","40",2013-05-22,"5","2","7.77",-23.166,"2012"
"564","629","W1318","Rajtola",2013,2012,"W1318_2013","W1318_2012","M","2005","8","SolitaryM",-22.96,6.35,"3.34","173.5","72",2013-05-29,"5","2","4.8899999999999997",-23.026,"2012"
"565","567","W1319","Snygga",2016,2015,"W1319_2016","W1319_2015","F","2009","7","WithCubs",-23.51,4.36,"2.75","72.599999999999994","57",2016-05-01,"5","2","10.220000000000001",-23.51,"2015"
"566","631","W1320","Flogen",2012,2011,"W1320_2012","W1320_2011","M","2007","5","SolitaryM",-22.57,5.57,"3.11","NA","NA",NA,"13","2","5.54",-22.658,"2011"
"567","718","W1408","Misan",2016,2015,"W1408_2016","W1408_2015","F","2013","3","SolitaryF",-23.66,6.09,"3.26","81.599999999999994","55",2016-04-29,"4","2","5.18",-23.66,"2015"
"568","569","W1417","Brunna",2016,2015,"W1417_2016","W1417_2015","F","NA","NA","WithCubs",-24.12,4.66,"2.84","76","55",2016-05-04,"5","2","12.72",-24.12,"2015"
"569","577","W1505","Gymåsa",2016,2015,"W1505_2016","W1505_2015","F","NA","NA","SolitaryF",-23.32,4.6,"2.82","112.6","61",2016-04-28,"4","2","5.9",-23.32,"2015"
"570","580","W1614","KullaU2",2016,2015,"W1614_2016","W1614_2015","F","2015","1","WithMother",-23.48,4.73,"2.86","17.8","37",2016-05-18,"5","2","13.02",-23.48,"2015"
"571","1","W8607","Untorparen",1997,1996,"W8607_1997","W8607_1996","M","1971","26","SolitaryM",-22.49,5.94,"3.22","NA","74",1997-04-11,"4","1","2.0299999999999998",-22.908,"1996"
"572","213","W8607","Untorparen",2000,1999,"W8607_2000","W8607_1999","M","1971","29","SolitaryM",-23.09,8.39,"3.94","205","77",2000-04-28,"4","1","1.62",-23.442,"1999"
"573","35","W8807","Tippingen",1996,1995,"W8807_1996","W8807_1995","M","1984","12","SolitaryM",-22.33,5.06,"2.96","145","66",1996-04-12,"4","1","3.24",-22.77,"1995"
"574","122","W8807","Tippingen",1998,1997,"W8807_1998","W8807_1997","M","1984","14","SolitaryM",-22.6,5.6,"3.12","168","74",1998-04-08,"4","1","2.0299999999999998",-22.996,"1997"
"575","214","W8807","Tippingen",2000,1999,"W8807_2000","W8807_1999","M","1984","16","SolitaryM",-22.55,5.81,"3.18","150","69",2000-04-17,"4","1","2.58",-22.902,"1999"
"576","264","W8807","Tippingen",2002,2001,"W8807_2002","W8807_2001","M","1984","18","SolitaryM",-22.57,6.36,"3.34","NA","72",2002-04-11,"4","1","3.1",-22.878,"2001"
"577","366","W8807","Tippingen",2004,2003,"W8807_2004","W8807_2003","M","1984","20","SolitaryM",-23,5.35,"3.04","170","73",2004-04-14,"4","1","2.1800000000000002",-23.264,"2003"
"578","36","W8808","Noppihonan",1996,1995,"W8808_1996","W8808_1995","F","1981","15","WithCubs",-22.55,3.92,"2.62","94","62",1996-04-21,"4","1","3.07",-22.99,"1995"
"579","2","W8808","Noppihonan",1997,1996,"W8808_1997","W8808_1996","F","1981","16","SolitaryF",-22.34,4.19,"2.7","111","62",1997-07-01,"7","1","0.73",-22.758,"1996"
"580","157","W8808","Noppihonan",1999,1998,"W8808_1999","W8808_1998","F","1981","18","WithCubs",-22.4,4.21,"2.71","90","61",1999-04-19,"4","1","3.49",-22.774,"1998"
"581","841","W8808","Noppihonan",2003,2002,"W8808_2003","W8808_2002","F","1981","22","WithCubs",-22.53,4.22,"2.71","83","62",2003-04-24,"4","2","7.81",-22.816,"2002"
"582","37","W8811","Mossihonan",1996,1995,"W8811_1996","W8811_1995","F","1978","18","WithCubs",-22.18,4.69,"2.85","102","64",1996-04-19,"4","1","3.57",-22.62,"1995"
"583","3","W8811","Mossihonan",1997,1996,"W8811_1997","W8811_1996","F","1978","19","WithCubs",-22.17,4.99,"2.94","104","62",1997-04-28,"4","1","1.9",-22.588,"1996"
"584","158","W8811","Mossihonan",1999,1998,"W8811_1999","W8811_1998","F","1978","21","SolitaryF",-22.23,6.1,"3.26","140","64",1999-04-23,"4","1","1.8",-22.604,"1998"
"585","4","W8904","Täxåshonan",1997,1996,"W8904_1997","W8904_1996","F","1987","10","WithCubs",-22.63,5.13,"2.98","100","62",1997-04-16,"4","1","1.95",-23.048,"1996"
"586","215","W8904","Täxåshonan",2000,1999,"W8904_2000","W8904_1999","F","1987","13","WithCubs",-22.42,5.17,"2.99","107","60",2000-04-16,"4","1","2.44",-22.772,"1999"
"587","842","W8904","Täxåshonan",2003,2002,"W8904_2003","W8904_2002","F","1987","16","WithCubs",-22.83,4.39,"2.76","84","60",2003-04-16,"4","2","7.69",-23.116,"2002"
"588","445","W8904","Täxåshonan",2006,2005,"W8904_2006","W8904_2005","F","1987","19","WithCubs",-23.22,4.75,"2.87","91","61",2006-04-22,"4","1","4.6500000000000004",-23.44,"2005"
"589","38","W8905","Björnbergshonan",1996,1995,"W8905_1996","W8905_1995","F","1987","9","WithCubs",-22.22,4.29,"2.73","85","59",1996-04-22,"4","1","2.78",-22.66,"1995"
