sampleID,BearID,pubname,year.sampled,year.represent,bearyear.sampled,bearyear.represent,sex,birth,age,reprostatus.represent,C13,N15,trophicpos,weight,headcirc,capturedate,Cmonth,cort.kit,cortisol
231,W0001,Korsu,2000,1999,W0001_2000,W0001_1999,M,1997,3,SolitaryM,-22.62,5.02,2.95,94,57,4/8/2000,4,1,2.08
232,W0002,Note,2000,1999,W0002_2000,W0002_1999,M,1994,6,SolitaryM,-22.7,5.13,2.98,130,67,4/8/2000,4,1,1.87
250/W0002,W0002,Note,2001,2000,W0002_2001,W0002_2000,M,1994,7,SolitaryM,-22.45,5.47,3.08,148,74,4/20/2001,4,1,1.54
233,W0003,Hammraberget,2000,1999,W0003_2000,W0003_1999,M,1997,3,SolitaryM,-22.58,4.56,2.81,63,48.5,4/8/2000,4,1,4.03
234,W0004,Öda,2000,1999,W0004_2000,W0004_1999,F,1994,6,WithCubs,-22.3,4.62,2.83,95,59,4/10/2000,4,1,3.43
280,W0004,Öda,2002,2001,W0004_2002,W0004_2001,F,1994,8,WithCubs,-22.42,4.27,2.73,86,60,4/22/2002,4,1,3.72
873,W0004,Öda,2004,2003,W0004_2004,W0004_2003,F,1994,10,WithCubs,-22.58,4.02,2.65,95,62,4/16/2004,4,2,6.34
450,W0004,Öda,2006,2005,W0004_2006,W0004_2005,F,1994,12,WithCubs,-22.71,4.47,2.79,95,64,5/2/2006,5,1,4.35
NA,W0004,Öda,2007,2006,W0004_2007,W0004_2006,F,1994,13,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
516,W0004,Öda,2008,2007,W0004_2008,W0004_2007,F,1994,14,WithCubs,-22.79,4.24,2.72,88,65,4/24/2008,4,1,3.25
731,W0004,Öda,2009,2008,W0004_2009,W0004_2008,F,1994,15,SolitaryF,-22.61,4.06,2.66,96,63,4/17/2009,4,2,11.02
235,W0005,Öda_k1:1,2000,1999,W0005_2000,W0005_1999,M,1999,1,WithMother,-22.47,5.44,3.07,45,46,4/10/2000,4,1,2.77
236,W0006,Sari_k2:1,2000,1999,W0006_2000,W0006_1999,M,1999,1,WithMother,-22.76,4.73,2.86,32,40,4/14/2000,4,1,3.73
237,W0007,Sari_k2:2,2000,1999,W0007_2000,W0007_1999,M,1999,1,WithMother,-22.75,4.76,2.87,38,43,4/14/2000,4,1,2.98
189,W0008,Vana,2000,1999,W0008_2000,W0008_1999,F,1999,1,WithMother,-22.93,4.65,2.84,32,40,4/14/2000,4,1,2.56
190,W0009,Binna_k1:1,2000,1999,W0009_2000,W0009_1999,M,1999,1,WithMother,-22.72,5.83,3.19,37,39.5,4/14/2000,4,1,2.19
200,W0010,Hirva,2000,1999,W0010_2000,W0010_1999,F,1999,1,WithMother,-22.8,5.23,3.01,30,38.5,4/15/2000,4,1,2.54
281,W0010,Hirva,2002,2001,W0010_2002,W0010_2001,F,1999,3,SolitaryF,-21.91,4.36,2.75,75,51,7/25/2002,7,1,2.4
359,W0010,Hirva,2003,2002,W0010_2003,W0010_2002,F,1999,4,SolitaryF,-22.1,4.18,2.7,117,57,9/22/2003,9,1,0.89
889,W0010,Hirva,2006,2005,W0010_2006,W0010_2005,F,1999,7,WithCubs,-23.33,4.37,2.76,83,60,4/19/2006,4,2,8.1
NA,W0010,Hirva,2007,2006,W0010_2007,W0010_2006,F,1999,8,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
517,W0010,Hirva,2008,2007,W0010_2008,W0010_2007,F,1999,9,WithCubs,-22.48,3.7,2.56,81,58,4/23/2008,4,1,3.24
NA,W0010,Hirva,2009,2008,W0010_2009,W0010_2008,F,1999,10,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
NA,W0010,Hirva,2010,2009,W0010_2010,W0010_2009,F,1999,11,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
201,W0011,Grivla_k1:2,2000,1999,W0011_2000,W0011_1999,M,1999,1,WithMother,-22.81,5.21,3,32,39,4/15/2000,4,1,2.19
202,W0012,Roudin,2000,1999,W0012_2000,W0012_1999,M,1991,9,SolitaryM,-22.62,5.64,3.13,233,77,4/15/2000,4,1,2.45
251/W0012,W0012,Roudin,2001,2000,W0012_2001,W0012_2000,M,1991,10,SolitaryM,-22.79,5.04,2.95,212,77,4/20/2001,4,1,1.69
282,W0012,Roudin,2002,2001,W0012_2002,W0012_2001,M,1991,11,SolitaryM,-23.06,5.9,3.21,195,76,6/17/2002,6,1,1.22
375,W0012,Roudin,2004,2003,W0012_2004,W0012_2003,M,1991,13,SolitaryM,-23.2,5.85,3.19,230,77,4/13/2004,4,1,3.95
451,W0012,Roudin,2006,2005,W0012_2006,W0012_2005,M,1991,15,SolitaryM,-23.11,6.36,3.34,224,80,4/19/2006,4,1,2.68
483,W0012,Roudin,2007,2006,W0012_2007,W0012_2006,M,1991,16,SolitaryM,-22.97,5.92,3.21,204,80,4/13/2007,4,1,1.62
NA,W0012,Roudin,2008,2007,W0012_2008,W0012_2007,M,1991,17,SolitaryM,NA,NA,NA,NA,NA,NA,13,NA,NA
732,W0012,Roudin,2009,2008,W0012_2009,W0012_2008,M,1991,18,SolitaryM,-22.95,6.56,3.4,NA,82,5/14/2009,5,2,17.22
203,W0013,Surola,2000,1999,W0013_2000,W0013_1999,M,1995,5,SolitaryM,-23.06,6.31,3.33,173,65,4/16/2000,4,1,1.26
252/W0013,W0013,Surola,2001,2000,W0013_2001,W0013_2000,M,1995,6,SolitaryM,-22.83,5.8,3.18,167,68.5,4/9/2001,4,1,3.07
283,W0013,Surola,2002,2001,W0013_2002,W0013_2001,M,1995,7,SolitaryM,-22.95,5.98,3.23,208,71,4/11/2002,4,1,1.1
518,W0013,Surola,2008,2007,W0013_2008,W0013_2007,M,1995,13,SolitaryM,-22.41,5.53,3.1,215,77,4/14/2008,4,1,1.4
733,W0013,Surola,2009,2008,W0013_2009,W0013_2008,M,1995,14,SolitaryM,-22.55,5.36,3.05,228,72,4/24/2009,4,2,6.58
791,W0013,Surola,2010,2009,W0013_2010,W0013_2009,M,1995,15,SolitaryM,-23.04,5.76,3.16,188,76,4/9/2010,4,2,5.05
665,W0013,Surola,2011,2010,W0013_2011,W0013_2010,M,1995,16,SolitaryM,-22.51,6.46,3.37,225,76,4/28/2011,4,2,13.59
204,W0014,Täxås_k6:1,2000,1999,W0014_2000,W0014_1999,M,1999,1,WithMother,-22.67,5.84,3.19,42,45,4/16/2000,4,1,1.88
253/W0014,W0014,Täxås_k6:1,2001,2000,W0014_2001,W0014_2000,M,1999,2,SolitaryM,-22.87,5.14,2.98,68,54,4/12/2001,4,1,2.81
205,W0015,Tälla,2000,1999,W0015_2000,W0015_1999,F,1999,1,WithMother,-22.59,5.72,3.15,36,41.5,4/17/2000,4,1,1.82
333,W0015,Tälla,2003,2002,W0015_2003,W0015_2002,F,1999,4,SolitaryF,-22.27,4.76,2.87,138,NA,9/23/2003,9,1,1.54
360,W0015,Tälla,2003,2002,W0015_2003,W0015_2002,F,1999,4,SolitaryF,-22.39,4.79,2.88,138,NA,9/23/2003,9,1,1.95
206,W0016,Joka,2000,1999,W0016_2000,W0016_1999,M,1994,6,SolitaryM,-22.41,5.68,3.14,175,70,4/18/2000,4,1,1.51
207,W0017,Kataja,2000,1999,W0017_2000,W0017_1999,M,1999,1,WithMother,-22.87,5.05,2.96,30,38,4/27/2000,4,1,2.19
208,W0018,Tuva,2000,1999,W0018_2000,W0018_1999,F,1999,1,WithMother,-22.64,5.75,3.16,27,38,4/28/2000,4,1,2.32
334,W0018,Tuva,2003,2002,W0018_2003,W0018_2002,F,1999,4,SolitaryF,-22.23,4.78,2.88,88,58,4/24/2003,4,1,2.98
417,W0018,Tuva,2005,2004,W0018_2005,W0018_2004,F,1999,6,WithCubs,-22.82,4.27,2.73,82,58,4/17/2005,4,1,3.57
902,W0018,Tuva,2007,2006,W0018_2007,W0018_2006,F,1999,8,WithCubs,-23.01,4.71,2.86,97,63,4/17/2007,4,2,6.87
209,W0019,Leta,2000,1999,W0019_2000,W0019_1999,F,1999,1,WithMother,-22.52,5.66,3.14,24,37,4/28/2000,4,1,2.12
210,W0020,Spana,2000,1999,W0020_2000,W0020_1999,F,1999,1,WithMother,-22.6,5.69,3.14,24,36,4/28/2000,4,1,3.35
834,W0021,Tangå,2000,1999,W0021_2000,W0021_1999,F,1999,1,WithMother,-22.9,4.6,2.82,30,40,4/28/2000,4,2,7.45
335,W0021,Tangå,2003,2002,W0021_2003,W0021_2002,F,1999,4,SolitaryF,-22.56,4.41,2.77,117,NA,9/23/2003,9,1,4.16
361,W0021,Tangå,2003,2002,W0021_2003,W0021_2002,F,1999,4,SolitaryF,-22.96,4.59,2.82,117,NA,9/23/2003,9,1,2.07
835,W0022,Rensjö_k6:2,2000,1999,W0022_2000,W0022_1999,M,1999,1,WithMother,-22.7,4.67,2.84,30,39,4/28/2000,4,2,12.57
836,W0023,Rensjö_k6:3,2000,1999,W0023_2000,W0023_1999,M,1999,1,WithMother,-22.91,4.71,2.86,28,38,4/28/2000,4,2,5.7
211,W0024,Mossi_k5:1,2000,1999,W0024_2000,W0024_1999,M,1999,1,WithMother,-22.41,5.4,3.06,36,42,4/28/2000,4,1,2.63
212,W0025,Brinda,2000,1999,W0025_2000,W0025_1999,F,1999,1,WithMother,-22.42,5.49,3.09,52,54,8/21/2000,8,1,2.6
254/W0101,W0101,Härje,2001,2000,W0101_2001,W0101_2000,M,1998,3,SolitaryM,-22.58,4.03,2.66,81,59,4/9/2001,4,1,2.11
376,W0101,Härje,2004,2003,W0101_2004,W0101_2003,M,1998,6,SolitaryM,-22.61,4.66,2.84,147,73,6/7/2004,6,1,2.19
519,W0101,Härje,2008,2007,W0101_2008,W0101_2007,M,1998,10,SolitaryM,-23.1,4.8,2.88,184,78,4/18/2008,4,1,2.76
734,W0101,Härje,2009,2008,W0101_2009,W0101_2008,M,1998,11,SolitaryM,-23.07,5,2.94,209,77,4/24/2009,4,2,7.84
255,W0102,Ran,2001,2000,W0102_2001,W0102_2000,M,1997,4,SolitaryM,-22.56,4.68,2.85,147,69,4/10/2001,4,1,2.2
284,W0102,Ran,2002,2001,W0102_2002,W0102_2001,M,1997,5,SolitaryM,-22.88,4.74,2.86,216,73,4/9/2002,4,1,3.14
256,W0103,Ärnäs,2001,2000,W0103_2001,W0103_2000,M,1999,2,NA,-22.81,4.32,2.74,51,50,4/11/2001,4,1,3.39
257,W0104,Abborrgina,2001,2000,W0104_2001,W0104_2000,F,2000,1,WithMother,-22.48,5.21,3,34,45,4/17/2001,4,1,2.53
362,W0104,Abborrgina,2003,2002,W0104_2003,W0104_2002,F,2000,3,SolitaryF,-22.61,4.51,2.8,114,58,9/22/2003,9,1,1.23
890,W0104,Abborrgina,2006,2005,W0104_2006,W0104_2005,F,2000,6,WithCubs,-22.73,4.36,2.75,77,59,4/20/2006,4,2,11.35
792,W0104,Abborrgina,2010,2009,W0104_2010,W0104_2009,F,2000,10,WithCubs,-22.78,4.8,2.88,97,62,4/13/2010,4,2,5.64
NA,W0104,Abborrgina,2011,2010,W0104_2011,W0104_2010,F,2000,11,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
634,W0104,Abborrgina,2012,2011,W0104_2012,W0104_2011,F,2000,12,WithCubs,-22.88,4.33,2.74,78,60,5/2/2012,5,2,9.39
725,W0104,Abborrgina,2015,2014,W0104_2015,W0104_2014,F,2000,15,WithCubs,-23.19,4.15,2.69,83.6,59,4/24/2015,4,2,11.16
714,W0104,Abborrgina,2016,2015,W0104_2016,W0104_2015,F,2000,16,WithCubs,-23.38,4.4,2.76,102,59,5/2/2016,5,2,8.9
NA,W0104,Abborrgina,2017,2016,W0104_2017,W0104_2016,F,2000,17,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
NA,W0104,Abborrgina,2018,2017,W0104_2018,W0104_2017,F,2000,18,WithCubs,NA,NA,NA,NA,NA,NA,13,NA,NA
258,W0105,Abborra,2001,2000,W0105_2001,W0105_2000,F,2000,1,WithMother,-22.46,5.72,3.15,35,45,4/17/2001,4,1,1.79
259,W0106,Stubba_k2:3,2001,2000,W0106_2001,W0106_2000,M,2000,1,WithMother,-22.63,5.57,3.11,26.5,42.5,4/17/2001,4,1,2.74
260,W0107,Akita,2001,2000,W0107_2001,W0107_2000,F,2000,1,WithMother,-22.36,5.49,3.09,28.5,44,4/18/2001,4,1,2.1
336,W0107,Akita,2003,2002,W0107_2003,W0107_2002,F,2000,3,SolitaryF,-22.08,4.47,2.79,101,61,9/22/2003,9,1,2.74
363,W0107,Akita,2003,2002,W0107_2003,W0107_2002,F,2000,3,SolitaryF,-22.39,5.1,2.97,101,61,9/22/2003,9,1,1.45
418,W0107,Akita,2005,2004,W0107_2005,W0107_2004,F,2000,5,SolitaryF,-22.64,5.07,2.96,79,59,4/17/2005,4,1,3.24
903,W0107,Akita,2007,2006,W0107_2007,W0107_2006,F,2000,7,WithCubs,-22.6,4.75,2.87,85,65,4/20/2007,4,2,8.71
735,W0107,Akita,2009,2008,W0107_2009,W0107_2008,F,2000,9,WithCubs,-22.61,4.45,2.78,97,66,4/21/2009,4,2,12.44
261,W0108,Näcken,2001,2000,W0108_2001,W0108_2000,M,1990,11,SolitaryM,-22.54,4.47,2.79,218,77,4/18/2001,4,1,1.97
736,W0108,Näcken,2009,2008,W0108_2009,W0108_2008,M,1990,19,SolitaryM,-22.75,4.75,2.87,NA,NA,NA,13,2,11.42
285,W0109,Loma,2002,2001,W0109_2002,W0109_2001,F,1994,8,WithCubs,-22.44,3.81,2.59,76,57,4/20/2002,4,1,3.26
377,W0109,Loma,2004,2003,W0109_2004,W0109_2003,F,1994,10,WithCubs,-23.14,3.93,2.63,87,62,4/17/2004,4,1,3.18
262,W0109,Loma,NA,NA,W0109_NA,W0109_NA,F,1994,NA,NA,-22.44,4.13,2.69,NA,NA,NA,13,NA,NA
263,W0110,Ärteråsen,2001,2000,W0110_2001,W0110_2000,M,1998,3,SolitaryM,-22.94,3.59,2.53,65,52.5,4/19/2001,4,1,2.55
246,W0111,Ockran,2001,2000,W0111_2001,W0111_2000,M,1994,7,SolitaryM,-22.61,4.65,2.84,174,70,4/20/2001,4,1,2.02
838,W0112,Griffel_k4:1,2001,2000,W0112_2001,W0112_2000,M,2000,1,WithMother,-22.45,4.93,2.92,22,40,4/25/2001,4,2,8.83
839,W0113,Griffel_k4:2,2001,2000,W0113_2001,W0113_2000,M,2000,1,WithMother,-22.75,4.79,2.88,20,39,4/25/2001,4,2,10.46
840,W0114,Griffel_k4:3,2001,2000,W0114_2001,W0114_2000,M,2000,1,WithMother,-22.69,4.64,2.84,19,38,4/25/2001,4,2,11.02
247,W0115,Tunturi_k6:1,2001,2000,W0115_2001,W0115_2000,M,2000,1,WithMother,-22.78,4.4,2.76,26,41,4/25/2001,4,1,2.13
248,W0116,Tunturi_k6:2,2001,2000,W0116_2001,W0116_2000,M,2000,1,WithMother,-22.92,5.34,3.04,28,42,4/25/2001,4,1,2.63
249,W0117,Delåsa,2001,2000,W0117_2001,W0117_2000,F,2000,1,WithMother,-21.62,5.64,3.13,18,39,4/25/2001,4,1,3.39
250,W0118,Noppi_k8:1,2001,2000,W0118_2001,W0118_2000,M,2000,1,WithMother,-22.71,4.88,2.91,22,39.5,4/27/2001,4,1,3.57
251,W0119,Noppi_k8:2,2001,2000,W0119_2001,W0119_2000,M,2000,1,WithMother,-22.65,4.86,2.9,26,39.5,4/27/2001,4,1,3.35
252,W0120,Rådlösa,2001,2000,W0120_2001,W0120_2000,F,1999,2,NA,-22.93,3.71,2.56,41.5,48,5/22/2001,5,1,4.44
286,W0120,Rådlösa,2002,2001,W0120_2002,W0120_2001,F,1999,3,SolitaryF,-22.72,4.12,2.68,58,52,4/19/2002,4,1,2.29
337,W0120,Rådlösa,2003,2002,W0120_2003,W0120_2002,F,1999,4,SolitaryF,-22.39,3.7,2.56,80,60,5/5/2003,5,1,3.66
253,W0121,Koivika,2001,2000,W0121_2001,W0121_2000,F,1986,15,NA,-22.42,4.42,2.77,93,62,5/23/2001,5,1,2.6
254,W0122,Telna,2001,2000,W0122_2001,W0122_2000,F,1994,7,NA,-22.59,4.08,2.67,87,60,5/25/2001,5,1,2.35
287/W0201,W0201,Fulan,2002,2001,W0201_2002,W0201_2001,M,1998,4,SolitaryM,-22.74,4.38,2.76,113,66,4/9/2002,4,1,3.08
338,W0201,Fulan,2003,2002,W0201_2003,W0201_2002,M,1998,5,SolitaryM,-22.78,4.54,2.81,142,72,6/30/2003,6,1,3.2
378,W0201,Fulan,2004,2003,W0201_2004,W0201_2003,M,1998,6,SolitaryM,-23.02,4.98,2.94,196,78,6/22/2004,6,1,0.82
288,W0202,Grunde,2002,2001,W0202_2002,W0202_2001,M,1996,6,SolitaryM,-23.04,4.99,2.94,160,70,4/9/2002,4,1,1.73
289,W0203,Rassaku_k4:1,2002,2001,W0203_2002,W0203_2001,M,2001,1,NA,-22.48,4.26,2.72,13,37,4/18/2002,4,1,4.83
290,W0204,Rassaku_k4:2,2002,2001,W0204_2002,W0204_2001,M,2001,1,NA,-22.39,4.56,2.81,21,40,4/18/2002,4,1,3.76
291,W0205,Blecka,2002,2001,W0205_2002,W0205_2001,F,2001,1,WithMother,-22.75,5.06,2.96,18,38,4/19/2002,4,1,3.23
292,W0206,Binna_k2:2,2002,2001,W0206_2002,W0206_2001,M,2001,1,WithMother,-22.68,4.91,2.91,21,39,4/19/2002,4,1,4.36
293,W0207,Binna_k2:3,2002,2001,W0207_2002,W0207_2001,M,2001,1,WithMother,-22.58,5.19,3,26,42,4/19/2002,4,1,3.1
294,W0208,Snotta,2002,2001,W0208_2002,W0208_2001,F,2001,1,WithMother,-22.63,3.9,2.62,17,38,4/20/2002,4,1,3.84
379,W0208,Snotta,2004,2003,W0208_2004,W0208_2003,F,2001,3,SolitaryF,-22.87,3.92,2.62,50,49,4/19/2004,4,1,1.85
419,W0208,Snotta,2005,2004,W0208_2005,W0208_2004,F,2001,4,SolitaryF,-22.61,3.95,2.63,65,53,5/11/2005,5,1,3.29
295,W0209,Lanna,2002,2001,W0209_2002,W0209_2001,F,2001,1,WithMother,-22.53,4.3,2.74,16,37,4/20/2002,4,1,4.11
380,W0209,Lanna,2004,2003,W0209_2004,W0209_2003,F,2001,3,SolitaryF,-22.71,4.45,2.78,61,52.5,4/17/2004,4,1,1.38
420,W0209,Lanna,2005,2004,W0209_2005,W0209_2004,F,2001,4,SolitaryF,-22.96,4.94,2.92,71,56,4/14/2005,4,1,2.22
904,W0209,Lanna,2007,2006,W0209_2007,W0209_2006,F,2001,6,WithCubs,-23.18,4.75,2.87,81,59,4/13/2007,4,2,7.97
NA,W0209,Lanna,2008,2007,W0209_2008,W0209_2007,F,2001,7,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
NA,W0209,Lanna,2009,2008,W0209_2009,W0209_2008,F,2001,8,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
NA,W0209,Lanna,2010,2009,W0209_2010,W0209_2009,F,2001,9,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
296,W0210,Tippa_k5:2,2002,2001,W0210_2002,W0210_2001,M,2001,1,WithMother,-22.66,5.24,3.01,20,40,4/20/2002,4,1,4.38
794,W0210,Tippa_k5:2,2010,2009,W0210_2010,W0210_2009,M,2001,9,SolitaryM,-22.9,4.37,2.76,NA,NA,NA,13,2,4.92
297,W0211,Tippa_k5:3,2002,2001,W0211_2002,W0211_2001,M,2001,1,WithMother,-22.57,5.19,3,18.5,38,4/20/2002,4,1,3.74
298,W0212,Salma,2002,2001,W0212_2002,W0212_2001,F,2001,1,WithMother,-22.56,5.4,3.06,17,38,4/20/2002,4,1,3.91
421,W0212,Salma,2005,2004,W0212_2005,W0212_2004,F,2001,4,SolitaryF,-22.9,4.71,2.86,72,55,4/16/2005,4,1,4.16
452,W0212,Salma,2006,2005,W0212_2006,W0212_2005,F,2001,5,SolitaryF,-23.04,5.16,2.99,93,60,4/23/2006,4,1,1.51
484,W0212,Salma,2007,2006,W0212_2007,W0212_2006,F,2001,6,SolitaryF,-23.28,5.09,2.97,81,59,5/20/2007,5,1,2.21
NA,W0212,Salma,2008,2007,W0212_2008,W0212_2007,F,2001,7,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
NA,W0212,Salma,2009,2008,W0212_2009,W0212_2008,F,2001,8,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
299,W0213,Öda_k2:2,2002,2001,W0213_2002,W0213_2001,M,2001,1,WithMother,-22.67,4.69,2.85,24,42.5,4/22/2002,4,1,3.8
300,W0214,Jäska,2002,2001,W0214_2002,W0214_2001,F,2001,1,WithMother,-22.73,4.72,2.86,27,41.5,4/22/2002,4,1,3.74
301,W0215,Grivla_k2:1,2002,2001,W0215_2002,W0215_2001,M,2001,1,WithMother,-22.63,5.1,2.97,14,37,4/23/2002,4,1,3.6
302,W0216,Grivla_k2:2,2002,2001,W0216_2002,W0216_2001,M,2001,1,WithMother,-22.79,4.67,2.84,15,NA,4/23/2002,4,1,4.29
303,W0217,Silina,2002,2001,W0217_2002,W0217_2001,F,2001,1,WithMother,-22.66,4.72,2.86,10,35.5,4/23/2002,4,1,3.94
382,W0217,Silina,2004,2003,W0217_2004,W0217_2003,F,2001,3,SolitaryF,-23.03,4.22,2.71,45,46,4/15/2004,4,1,1.88
422,W0217,Silina,2005,2004,W0217_2005,W0217_2004,F,2001,4,SolitaryF,-23.66,4.21,2.71,53,53,4/14/2005,4,1,2.51
453,W0217,Silina,2006,2005,W0217_2006,W0217_2005,F,2001,5,SolitaryF,-23.24,4.66,2.84,NA,NA,NA,13,1,1.54
485,W0217,Silina,2007,2006,W0217_2007,W0217_2006,F,2001,6,NA,-23.02,5.31,3.03,NA,NA,5/17/2007,5,1,1.48
520,W0217,Silina,2008,2007,W0217_2008,W0217_2007,F,2001,7,SolitaryF,-22.57,4.77,2.87,105,60,8/12/2008,8,1,0.88
666,W0217,Silina,2011,2010,W0217_2011,W0217_2010,F,2001,10,WithCubs,-22.96,4.5,2.79,68,57,4/18/2011,4,2,15
NA,W0217,Silina,2012,2011,W0217_2012,W0217_2011,F,2001,11,WithCubs,NA,NA,NA,NA,NA,NA,13,NA,NA
585,W0217,Silina,2013,2012,W0217_2013,W0217_2012,F,2001,12,WithCubs,-23.12,4.69,2.85,79,59,5/15/2013,5,2,7.59
NA,W0217,Silina,2014,2013,W0217_2014,W0217_2013,F,2001,13,WithCubs,NA,NA,NA,NA,NA,NA,13,NA,NA
305,W0219,Ljöra,2002,2001,W0219_2002,W0219_2001,F,2001,1,WithMother,-22.92,4.73,2.86,24,42,4/24/2002,4,1,3.62
423,W0219,Ljöra,2005,2004,W0219_2005,W0219_2004,F,2001,4,SolitaryF,-23.27,4.81,2.89,78,59,4/27/2005,4,1,3.75
793,W0219,Ljöra,2010,2009,W0219_2010,W0219_2009,F,2001,9,SolitaryF,-23.5,4.9,2.91,84,63,5/20/2010,5,2,8.4
667,W0219,Ljöra,2011,2010,W0219_2011,W0219_2010,F,2001,10,WithCubs,-23.26,4.58,2.82,80,61,4/28/2011,4,2,10.76
576,W0219,Ljöra,2016,2015,W0219_2016,W0219_2015,F,2001,15,NA,-23.96,4.9,2.91,123,63,5/18/2016,5,2,8.06
NA,W0219,Ljöra,2018,2017,W0219_2018,W0219_2017,F,2001,17,WithCubs,NA,NA,NA,NA,NA,NA,13,NA,NA
306,W0220,Rensjö_k6:2,2002,2001,W0220_2002,W0220_2001,M,2001,1,WithMother,-22.95,4.59,2.82,25,40,4/24/2002,4,1,4.06
307,W0221,Faksa,2002,2001,W0221_2002,W0221_2001,F,2001,1,WithMother,-22.87,4.46,2.78,23,40,4/24/2002,4,1,3.62
424,W0221,Faksa,2005,2004,W0221_2005,W0221_2004,F,2001,4,SolitaryF,-22.77,3.95,2.63,76,59,4/27/2005,4,1,3.32
308,W0222,Börre,2002,2001,W0222_2002,W0222_2001,M,2001,1,WithMother,-22.84,4.42,2.77,23,41.5,4/24/2002,4,1,4.69
425,W0222,Börre,2005,2004,W0222_2005,W0222_2004,M,2001,4,SolitaryM,-22.83,4.49,2.79,73,57,4/17/2005,4,1,3.52
309,W0223,Hölja,2002,2001,W0223_2002,W0223_2001,F,2001,1,WithMother,-22.73,4.7,2.85,21,40,4/24/2002,4,1,4.47
310,W0224,Slagufjället,2002,2001,W0224_2002,W0224_2001,M,1999,3,SolitaryM,-22.13,4.6,2.82,60,NA,4/24/2002,4,1,3.09
311,W0225,Jämthedsbacken,2002,2001,W0225_2002,W0225_2001,M,1997,5,SolitaryM,-22.74,4.41,2.77,152,70,5/30/2002,5,1,1.13
312,W0226,Bläcke,2002,2001,W0226_2002,W0226_2001,M,1991,11,SolitaryM,-22.49,5.07,2.96,157,75,5/24/2002,5,1,1.48
339,W0226,Bläcke,2003,2002,W0226_2003,W0226_2002,M,1991,12,SolitaryM,-22.22,5.02,2.95,168,74,6/25/2003,6,1,2.39
313,W0227,Torrlida,2002,2001,W0227_2002,W0227_2001,F,1995,7,NA,-22.46,4.58,2.82,89,57.5,5/30/2002,5,1,2.87
314,W0228,Böse,2002,2001,W0228_2002,W0228_2001,M,1998,4,SolitaryM,-22.45,4.37,2.76,88,58,5/30/2002,5,1,1.95
521,W0228,Böse,2008,2007,W0228_2008,W0228_2007,M,1998,10,SolitaryM,-22.69,5.26,3.02,135,71,4/15/2008,4,2,4.69
737,W0228,Böse,2009,2008,W0228_2009,W0228_2008,M,1998,11,SolitaryM,-23.41,4.63,2.83,182,72,4/28/2009,4,2,7
315,W0229,Unna,2002,2001,W0229_2002,W0229_2001,F,1998,4,NA,-22.58,4.92,2.92,72,55,5/31/2002,5,1,1.99
383,W0229,Unna,2004,2003,W0229_2004,W0229_2003,F,1998,6,SolitaryF,-22.4,4.65,2.84,98,60,4/15/2004,4,1,0.83
426,W0229,Unna,2005,2004,W0229_2005,W0229_2004,F,1998,7,SolitaryF,-22.53,4.81,2.89,92,58,4/18/2005,4,1,2.18
891,W0229,Unna,2006,2005,W0229_2006,W0229_2005,F,1998,8,WithCubs,-22.74,4.34,2.75,89,60,4/21/2006,4,2,8.82
738,W0229,Unna,2009,2008,W0229_2009,W0229_2008,F,1998,11,WithCubs,-22.6,4.3,2.74,98,64.5,4/20/2009,4,2,16.75
NA,W0229,Unna,2011,2010,W0229_2011,W0229_2010,F,1998,13,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
316,W0230,Blome,2002,2001,W0230_2002,W0230_2001,M,1998,4,SolitaryM,NA,NA,NA,140,70,6/3/2002,6,1,1.9
340,W0230,Blome,2003,2002,W0230_2003,W0230_2002,M,1998,5,SolitaryM,-22.94,5.26,3.02,207,72,9/23/2003,9,1,3.06
364,W0230,Blome,2003,2002,W0230_2003,W0230_2002,M,1998,5,SolitaryM,-23.23,5.96,3.22,207,72,9/23/2003,9,1,0.91
317,W0231,Klöva,2002,2001,W0231_2002,W0231_2001,F,1992,10,NA,-22.56,4.87,2.9,98,62,6/3/2002,6,1,1.84
384,W0231,Klöva,2004,2003,W0231_2004,W0231_2003,F,1992,12,WithCubs,-23.36,4.61,2.83,98,65,4/20/2004,4,1,4.63
NA,W0231,Klöva,2007,2006,W0231_2007,W0231_2006,F,1992,15,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
522,W0231,Klöva,2008,2007,W0231_2008,W0231_2007,F,1992,16,WithCubs,-22.84,4.6,2.82,88,65,4/24/2008,4,1,3.78
739,W0231,Klöva,2009,2008,W0231_2009,W0231_2008,F,1992,17,WithCubs,-22.63,4.86,2.9,83,67,4/15/2009,4,2,8.8
